Brand,Latitude,Longitude,Nationality,Purpose,Number,Town
Wild Atlantic Way,51.87264,-8.4038,British,VFR Trips,0,Rochestown.Co..Cork.
Irelands Ancient East,53.83277,-7.9215,British,VFR Trips,1233,Roosky.Co..Roscommon.
Wild Atlantic Way,51.57767,-9.038,British,VFR Trips,2590,Roscarbery.Co..Cork.
Irelands Ancient East,53.62759,-8.1891,British,VFR Trips,828,Roscommon.Town.Co..Roscommon.
Irelands Ancient East,52.95518,-7.7985,British,VFR Trips,2686,Roscrea.Co..Tipperary.(Nth).
Wild Atlantic Way,55.1915,-7.8231,British,VFR Trips,0,Rossapenna.Co..Donegal.
Wild Atlantic Way,53.27104,-9.5477,British,VFR Trips,0,Rossaveal.Co..Galway.
Irelands Ancient East,52.05215,-9.9787,British,VFR Trips,0,Rossbeigh.Co..Kerry.
Irelands Ancient East,54.30476,-8.564,British,VFR Trips,0,Rosses.Point.Co..Sligo.
Irelands Ancient East,52.27203,-6.3892,British,VFR Trips,5819,Rosslare.Co..Wexford.
Wild Atlantic Way,53.39642,-9.919,British,VFR Trips,0,Roundstone.Co..Galway.
Irelands Ancient East,53.06579,-6.2242,British,VFR Trips,0,Roundwood.Co..Wicklow.
Dublin - Breath of Fresh Air,53.52567,-6.0912,British,VFR Trips,6351,Rush.Co..Dublin.
Irelands Ancient East,53.28084,-6.4432,British,VFR Trips,0,Saggart.Co..Dublin.
Dublin - Breath of Fresh Air,53.28584,-6.1144,British,VFR Trips,0,Sandycove.Co..Dublin.
Irelands Ancient East,52.90885,-8.5331,British,VFR Trips,828,Scariff.Co..Clare.
Wild Atlantic Way,51.52687,-9.548,British,VFR Trips,0,Schull.Co..Cork.
Irelands Ancient East,51.85271,-8.0299,British,VFR Trips,0,Shanagarry.Co..Cork.
Irelands Ancient East,52.57198,-9.0981,British,VFR Trips,0,Shanagolden.Co..Limerick.
Dublin - Breath of Fresh Air,53.23327,-6.1238,British,VFR Trips,730,Shankill.Co..Dublin.
Irelands Ancient East,52.69064,-8.9171,British,VFR Trips,0,Shannon.Airport.Co..Clare.
Irelands Ancient East,52.71247,-8.8731,British,VFR Trips,997,Shannon.Town.Co..Clare.
Irelands Ancient East,52.66126,-8.6334,British,VFR Trips,0,Shannonbridge.Co..Limerick.
Irelands Ancient East,53.99501,-6.898,British,VFR Trips,0,Shercock.Co..Cavan.
Wild Atlantic Way,51.46605,-9.4176,British,VFR Trips,2590,Sherkin.Island.Co..Cork.
Irelands Ancient East,53.58055,-6.1079,British,VFR Trips,5248,Skerries.Co..Dublin.
Wild Atlantic Way,51.55592,-9.2621,British,VFR Trips,4916,Skibbereen.Co..Cork.
Irelands Ancient East,53.70865,-6.5437,British,VFR Trips,0,Slane.Co..Meath.
Irelands Ancient East,54.2661,-8.5021,British,VFR Trips,1764,Sligo.Head.Co..Sligo.
Irelands Ancient East,54.27661,-8.4761,British,VFR Trips,10345,Sligo.Town.Co..Sligo.
Wild Atlantic Way,51.83739,-9.8983,British,VFR Trips,0,Sneem Co Kerry
Wild Atlantic Way,52.84664,-9.4397,British,VFR Trips,0,Spanish.Point.Co..Clare.
Wild Atlantic Way,53.25317,-9.2818,British,VFR Trips,4737,Spiddal.Co..Galway.
Irelands Ancient East,53.63023,-6.2683,British,VFR Trips,0,Stamullen.Co..Meath.
Irelands Ancient East,53.0158,-7.1495,British,VFR Trips,997,Stradbally.Co..Laois.
Irelands Ancient East,53.98207,-7.2366,British,VFR Trips,0,Stradone.Co..Cavan.
Irelands Ancient East,53.31189,-6.6088,British,VFR Trips,0,Straffan.Co..Kildare.
Irelands Ancient East,54.26999,-8.5989,British,VFR Trips,0,Strandhill.Co..Sligo.
Irelands Ancient East,54.80489,-7.7687,British,VFR Trips,0,Stranolar.Co..Donegal.
Irelands Ancient East,52.98845,-6.6737,British,VFR Trips,0,Stratford.Co..Wicklow.
Irelands Ancient East,53.43927,-7.5754,British,VFR Trips,0,Streamstown.Co..Westmeath.
Irelands Ancient East,53.77587,-8.1035,British,VFR Trips,0,Strokestown.Co..Roscommon.
Irelands Ancient East,53.10758,-6.8614,British,VFR Trips,0,Suncroft.Co..Kildare.
Dublin - Breath of Fresh Air,53.38952,-6.1103,British,VFR Trips,0,Sutton.Co..Dublin.
Irelands Ancient East,54.19376,-7.7047,British,VFR Trips,0,Swanlinbar.Co..Cavan.
Irelands Ancient East,53.9437,-8.95,British,VFR Trips,936,Swinford.Co..Mayo.
Dublin - Breath of Fresh Air,53.45575,-6.2197,British,VFR Trips,7934,Swords.Co..Dublin.
Dublin - Breath of Fresh Air,53.2888,-6.3557,British,VFR Trips,0,Tallaght.Co..Dublin.
Irelands Ancient East,52.09214,-8.007,British,VFR Trips,0,Tallow.Co..Waterford.
Irelands Ancient East,52.5726,-9.3751,British,VFR Trips,0,Tarbert.Co..Kerry.
Irelands Ancient East,52.7948,-7.8399,British,VFR Trips,0,Templemore.Co..Tipperary.
Irelands Ancient East,52.52708,-7.1388,British,VFR Trips,0,Thomastown.Co..Kilkenny.
Irelands Ancient East,52.68011,-7.8044,British,VFR Trips,2778,Thurles.Co..Tipperary.
Wild Atlantic Way,51.6426,-8.7762,British,VFR Trips,0,Timoleague.Co..Cork.
Irelands Ancient East,52.47473,-8.1544,British,VFR Trips,10753,Tipperary.Town.Co..Tipp.(South).
Irelands Ancient East,,,British,VFR Trips,0,Toghan.Co..Louth.
Irelands Ancient East,53.64387,-9.3848,British,VFR Trips,0,Tourmaheady.Co..Mayo.
Irelands Ancient East,52.27131,-9.6999,British,VFR Trips,9951,Tralee.Co..Kerry.
Irelands Ancient East,52.16144,-7.1493,British,VFR Trips,1872,Tramore.Co..Waterford.
Irelands Ancient East,53.55483,-6.7911,British,VFR Trips,828,Trim.Co..Meath.
Irelands Ancient East,53.51799,-8.8556,British,VFR Trips,4055,Tuam.Co..Galway.
Irelands Ancient East,52.89852,-8.541,British,VFR Trips,0,Tuamgreaney.Co..Clare.
Irelands Ancient East,54.05523,-8.7298,British,VFR Trips,0,Tubbercurry.Co..Sligo.
Irelands Ancient East,52.86922,-8.7608,British,VFR Trips,0,Tulla.Co..Clare.
Irelands Ancient East,53.27553,-7.4934,British,VFR Trips,4541,Tullamore.Co..Offaly.
Irelands Ancient East,52.80255,-6.7372,British,VFR Trips,0,Tullow.Co..Carlow.
Irelands Ancient East,53.0976,-9.0636,British,VFR Trips,0,Turlough.Co..Clare.
Wild Atlantic Way,51.5588,-9.1435,British,VFR Trips,0,Union.Hall.Co..Cork.
Irelands Ancient East,52.71975,-7.5839,British,VFR Trips,0,Urlingford.Co..Tipperary.
Wild Atlantic Way,51.91077,-10.3549,British,VFR Trips,0,Valentia.Island.Co..Kerry.
Wild Atlantic Way,52.13331,-10.3617,British,VFR Trips,0,Ventry.Co..Kerry.
Irelands Ancient East,52.50314,-6.5537,British,VFR Trips,0,Vinegar.Hill.Co..Wexford.
Irelands Ancient East,52.25932,-7.1101,British,VFR Trips,13050,Waterford.Town.Co..Waterford.
Irelands Ancient East,52.01137,-8.344,British,VFR Trips,0,Watergrasshill.Co..Cork.
Wild Atlantic Way,51.82947,-10.1745,British,VFR Trips,0,Waterville.Co..Kerry.
Irelands Ancient East,52.26623,-6.7482,British,VFR Trips,0,Wellington.Bridge.Co..Wexford.
Irelands Ancient East,53.80213,-9.5143,British,VFR Trips,12287,Westport.Co..Mayo.
Irelands Ancient East,52.33692,-6.4633,British,VFR Trips,13581,Wexford.Town.Co..Wexford.
Wild Atlantic Way,51.82678,-8.2321,British,VFR Trips,0,Whitegate.Co..Cork.
Irelands Ancient East,52.98082,-6.0446,British,VFR Trips,8816,Wicklow.Town.Co..Wicklow.
Irelands Ancient East,52.63284,-7.5218,British,VFR Trips,0,Williamstown.Co..Tipperary.
Irelands Ancient East,52.19998,-6.9862,British,VFR Trips,0,Woodstown.Co..Wexford.
Irelands Ancient East,51.95427,-7.8472,British,VFR Trips,0,Youghal.Co..Cork.
Wild Atlantic Way,52.34662,-9.6879,North American,VFR Trips,1810,Abbeydorney.Co..Kerry
Irelands Ancient East,52.38618,-9.2971,North American,VFR Trips,848,Abbeyfeale.Co..Limerick.
Irelands Ancient East,52.91528,-7.3479,North American,VFR Trips,1703,Abbeyleix.Co..Laois.
Wild Atlantic Way,53.96195,-10.0153,North American,VFR Trips,1562,Achill.Island.Co..Mayo.
Irelands Ancient East,54.03646,-8.8967,North American,VFR Trips,0,Aclare.Co.Sligo.
Irelands Ancient East,52.56402,-8.7912,North American,VFR Trips,1478,Adare.Co..Limerick.
Wild Atlantic Way,51.69712,-9.7296,North American,VFR Trips,0,Adrigole.Co..Cork.
Irelands Ancient East,53.38813,-9.071,North American,VFR Trips,0,Annadown.Co..Galway.
Wild Atlantic Way,52.15108,-10.0568,North American,VFR Trips,0,Annascaul.Co..Kerry.
Irelands Ancient East,52.14059,-7.2719,North American,VFR Trips,0,Annestown.Co..Waterford.
Wild Atlantic Way,53.09718,-9.6563,North American,VFR Trips,653,Aran.Islands.Co..Galway.
Irelands Ancient East,53.67106,-7.6962,North American,VFR Trips,0,Ardagh.Co.Longford
Wild Atlantic Way,54.76715,-8.4093,North American,VFR Trips,0,Ardara.Co..Donegal.
Irelands Ancient East,53.85762,-6.54,North American,VFR Trips,0,Ardee.Co.Louth.
Wild Atlantic Way,52.32695,-9.7807,North American,VFR Trips,0,Ardfert.Co..Kerry.
Irelands Ancient East,51.95107,-7.7253,North American,VFR Trips,0,Ardmore.Co..Waterford.
Irelands Ancient East,54.07634,-8.1125,North American,VFR Trips,0,Arigna.Co..Roscommon.
Irelands Ancient East,52.79769,-6.1599,North American,VFR Trips,1102,Arklow.Co..Wicklow.
Wild Atlantic Way,54.98744,-8.5351,North American,VFR Trips,0,Arranmore.Co..Donegal.
Irelands Ancient East,52.24202,-6.9514,North American,VFR Trips,0,Arthurstown.Co..Wexford.
Irelands Ancient East,53.51116,-6.3974,North American,VFR Trips,0,Ashbourne.Co..Meath.
Irelands Ancient East,53.01079,-6.1083,North American,VFR Trips,0,Ashford.Co..Wicklow.
Irelands Ancient East,52.59545,-8.97,North American,VFR Trips,0,Askeaton.Co..Limerick.
Irelands Ancient East,53.62363,-6.9156,North American,VFR Trips,1307,Athboy.Co..Meath.
Irelands Ancient East,52.99183,-6.9857,North American,VFR Trips,0,Athea.Co..Kildare.
Irelands Ancient East,53.30434,-8.7502,North American,VFR Trips,0,Athenry.Co..Galway.
Irelands Ancient East,53.42393,-7.9407,North American,VFR Trips,848,Athlone.Co..Westmeath.
Irelands Ancient East,52.99183,-6.9857,North American,VFR Trips,0,Athy.Co..Kildare.
Irelands Ancient East,52.85593,-6.3259,North American,VFR Trips,0,Aughrim.Co..Wicklow.
Irelands Ancient East,52.85796,-6.213,North American,VFR Trips,0,Avoca.Co..Wicklow.
Irelands Ancient East,52.70311,-6.9559,North American,VFR Trips,0,Bagenalstown.Co..Carlow.
Irelands Ancient East,53.9017,-8.5792,North American,VFR Trips,0,Bailaghardereen.Co..Roscommon.
Irelands Ancient East,53.91561,-6.9693,North American,VFR Trips,0,Bailieborough.Co..Cavan.
Irelands Ancient East,53.60832,-6.1821,North American,VFR Trips,0,Balbriggan.Co..Dublin.
Dublin - Breath of Fresh Air,53.39867,-6.1273,North American,VFR Trips,0,Baldoyle.Co..Dublin.
Irelands Ancient East,53.83753,-8.3794,North American,VFR Trips,0,Ballangare.Co..Roscommon.
Irelands Ancient East,54.11495,-9.1551,North American,VFR Trips,2197,Ballina.Co..Mayo.
Irelands Ancient East,53.32876,-8.2269,North American,VFR Trips,1703,Ballinasloe.Co..Galway.
Irelands Ancient East,53.02514,-8.2208,North American,VFR Trips,0,Ballinderry.Co..Tipperary.
Irelands Ancient East,53.66926,-8.9567,North American,VFR Trips,0,Ballindine.Co..Mayo.
Irelands Ancient East,52.58766,-7.5471,North American,VFR Trips,0,Ballingarry.Co..Tipperary.
Irelands Ancient East,53.53295,-6.9681,North American,VFR Trips,0,Ballinivor.Co..Meath.
Irelands Ancient East,53.74189,-8.6336,North American,VFR Trips,0,Ballinlough.Co..Roscommon.
Irelands Ancient East,53.62373,-9.2211,North American,VFR Trips,871,Ballinrobe.Co..Mayo.
Wild Atlantic Way,51.8244,-10.273,North American,VFR Trips,0,Ballinskelligs.Co..Kerry
Dublin - Breath of Fresh Air,53.27673,-6.2554,North American,VFR Trips,0,Ballinteer.Co..Dublin.
Irelands Ancient East,54.20065,-8.365,North American,VFR Trips,0,Ballintogher.Co..Sligo.
Irelands Ancient East,54.57885,-8.1243,North American,VFR Trips,0,Ballintrae.Co..Donegal.
Irelands Ancient East,53.71809,-8.4101,North American,VFR Trips,0,Ballintubber.Co..Roscommon.
Irelands Ancient East,54.21085,-8.5068,North American,VFR Trips,0,Ballisodare.Co..Sligo.
Irelands Ancient East,54.12946,-6.9028,North American,VFR Trips,0,Ballybay.Co..Monaghan.
Irelands Ancient East,54.79682,-7.7875,North American,VFR Trips,0,Ballybofey.Co..Donegal.
Irelands Ancient East,53.11539,-7.154,North American,VFR Trips,0,Ballybrittas.Co..Laois.
Wild Atlantic Way,52.51108,-9.671,North American,VFR Trips,0,Ballybunion.Co..Kerry.
Wild Atlantic Way,54.27967,-9.3725,North American,VFR Trips,0,Ballycastle.Co..Mayo.
Irelands Ancient East,54.11622,-7.584,North American,VFR Trips,0,Ballyconnell.Co..Cavan.
Irelands Ancient East,51.82992,-8.0098,North American,VFR Trips,0,Ballycotton.Co..Cork.
Irelands Ancient East,54.59066,-8.4221,North American,VFR Trips,0,Ballycory.Co..Donegal.
Irelands Ancient East,53.32642,-7.6861,North American,VFR Trips,0,Ballycumber.Co..Offaly.
Irelands Ancient East,52.06144,-9.135,North American,VFR Trips,0,Ballydally.Co..Cork.
Wild Atlantic Way,51.56301,-9.4554,North American,VFR Trips,0,Ballydehob.Co..Cork.
Wild Atlantic Way,52.45455,-9.6629,North American,VFR Trips,0,Ballyduff.Co..Kerry.
Irelands Ancient East,52.1478,-8.0513,North American,VFR Trips,0,Ballyduff.Co..Waterford.
Irelands Ancient East,53.79234,-9.2178,North American,VFR Trips,0,Ballyfarna.Co..Mayo.
Wild Atlantic Way,52.163,-10.4229,North American,VFR Trips,0,Ballyferriter.Co..Kerry.
Irelands Ancient East,53.52256,-8.3257,North American,VFR Trips,0,Ballygar.Co..Galway.
Irelands Ancient East,52.55988,-9.1905,North American,VFR Trips,0,Ballyhahill.Co..Limerick.
Irelands Ancient East,53.76284,-8.7646,North American,VFR Trips,0,Ballyhaunis.Co..Mayo.
Wild Atlantic Way,52.39411,-9.8387,North American,VFR Trips,0,Ballyheigue.Co..Kerry.
Irelands Ancient East,53.86387,-7.2065,North American,VFR Trips,0,Ballyjamesduff.Co..Cavan.
Irelands Ancient East,52.37107,-8.346,North American,VFR Trips,0,Ballylanders.Co..Limerick.
Irelands Ancient East,51.72154,-9.4378,North American,VFR Trips,0,Ballylickey.Co..Cork.
Wild Atlantic Way,55.27844,-7.3942,North American,VFR Trips,0,Ballyliffen.Co..Donegal.
Wild Atlantic Way,52.548,-9.4788,North American,VFR Trips,0,Ballylongford.Co..Kerry.
Irelands Ancient East,53.56436,-7.7646,North American,VFR Trips,0,Ballymahon.Co..Longford.
Irelands Ancient East,53.69403,-8.4618,North American,VFR Trips,0,Ballymoe.Co..Galway.
Irelands Ancient East,52.68246,-6.2212,North American,VFR Trips,0,Ballymoney.Co..Wexford.
Wild Atlantic Way,52.27455,-10.1621,North American,VFR Trips,0,Ballymore.Co..Kerry.
Irelands Ancient East,53.49091,-7.6797,North American,VFR Trips,0,Ballymore.Co..Westmeath.
Irelands Ancient East,53.13301,-6.6149,North American,VFR Trips,0,Ballymoreustace.Co..Kildare.
Irelands Ancient East,54.08983,-8.5172,North American,VFR Trips,0,Ballymote.Co.Sligo.
Wild Atlantic Way,51.73564,-8.9508,North American,VFR Trips,0,Ballyneen.Co..Cork.
Wild Atlantic Way,52.25798,-10.1628,North American,VFR Trips,0,Ballyquin.Co..Kerry.
Irelands Ancient East,52.78867,-7.3338,North American,VFR Trips,1562,Ballyraggart.Co.Kilkenny.
Irelands Ancient East,54.50299,-8.192,North American,VFR Trips,0,Ballyshannon.Co..Donegal.
Irelands Ancient East,52.65558,-8.572,North American,VFR Trips,0,Ballysheedy.Co..Limerick.
Wild Atlantic Way,53.11553,-9.1494,North American,VFR Trips,1307,Ballyvaughan.Co..Clare.
Irelands Ancient East,53.62462,-6.4793,North American,VFR Trips,0,Balrath.Co..Meath.
Wild Atlantic Way,51.48433,-9.3661,North American,VFR Trips,1818,Baltimore.Co..Cork.
Irelands Ancient East,52.94078,-6.711,North American,VFR Trips,1562,Baltinglass.Co..Wicklow.
Irelands Ancient East,53.18646,-7.9954,North American,VFR Trips,0,Banagher.Co..Offaly.
Wild Atlantic Way,51.74612,-8.7318,North American,VFR Trips,0,Bandon.Co..Cork.
Irelands Ancient East,52.12832,-8.9073,North American,VFR Trips,0,Banteer.Co..Cork.
Irelands Ancient East,51.68089,-9.4486,North American,VFR Trips,0,Bantry.Co..Cork.
Wild Atlantic Way,51.4698,-9.7812,North American,VFR Trips,0,Barleycove.Co..Cork.
Irelands Ancient East,54.12125,-7.6768,North American,VFR Trips,0,Bawnboy.Co..Cavan.
Irelands Ancient East,53.42426,-7.9656,North American,VFR Trips,0,Baylough.Co..Westmeath.
Wild Atlantic Way,51.7369,-8.4816,North American,VFR Trips,0,Belgooly.Co..Cork.
Wild Atlantic Way,54.2239,-9.9876,North American,VFR Trips,0,Belmullet.Co..Mayo.
Irelands Ancient East,54.10191,-7.4497,North American,VFR Trips,0,Belturbet.Co..Cavan.
Wild Atlantic Way,51.63324,-9.8669,North American,VFR Trips,0,Bere.Island.Co..Cork.
Irelands Ancient East,53.09801,-7.9097,North American,VFR Trips,0,Birr.Co..Offaly.
Irelands Ancient East,54.29206,-7.8751,North American,VFR Trips,0,Blacklion.Co..Cavan.
Dublin - Breath of Fresh Air,53.30079,-6.1771,North American,VFR Trips,0,Blackrock.Co..Dublin.
Irelands Ancient East,52.44735,-6.3469,North American,VFR Trips,0,Blackwater.Co..Wexford.
Irelands Ancient East,51.93436,-8.567,North American,VFR Trips,1307,Blarney.Co..Cork.
Irelands Ancient East,53.16966,-6.5341,North American,VFR Trips,0,Blessington.Co..Wicklow.
Dublin - Breath of Fresh Air,53.30882,-6.1967,North American,VFR Trips,0,Booterstown.Co..Dublin.
Irelands Ancient East,52.93918,-7.6311,North American,VFR Trips,0,Borris-in-Ossary.Co..Laois.
Irelands Ancient East,52.99637,-8.1273,North American,VFR Trips,0,Borrisokane.Co.Tipperary.
Irelands Ancient East,53.97221,-8.2973,North American,VFR Trips,0,Boyle.Co..Roscommon.
Dublin - Breath of Fresh Air,53.2009,-6.1111,North American,VFR Trips,1774,Bray.Co..Wicklow.
Irelands Ancient East,55.04224,-7.3822,North American,VFR Trips,0,Bridge.End.Co..Donegal.
Irelands Ancient East,52.88536,-6.062,North American,VFR Trips,0,Brittas.Bay.Co..Wicklow.
Irelands Ancient East,53.2279,-6.4476,North American,VFR Trips,0,Brittas.Co..Dublin.
Irelands Ancient East,52.80603,-8.6329,North American,VFR Trips,0,Broadford.Co..Clare.
Irelands Ancient East,52.21909,-6.3872,North American,VFR Trips,0,Broadway.Co..Wexford.
Irelands Ancient East,52.31271,-9.2707,North American,VFR Trips,0,Brosna.Co..Kerry.
Irelands Ancient East,52.47849,-8.5423,North American,VFR Trips,0,Bruff.Co..Limerick.
Irelands Ancient East,52.42429,-8.662,North American,VFR Trips,0,Bruree.Co..Limerick.
Irelands Ancient East,52.65509,-6.6522,North American,VFR Trips,0,Bunclody.Co..Wexford.
Irelands Ancient East,55.13465,-7.4534,North American,VFR Trips,0,Buncrana.Co..Donegal.
Irelands Ancient East,54.47914,-8.2779,North American,VFR Trips,1810,Bundoran.Co..Donegal.
Irelands Ancient East,52.14055,-7.3652,North American,VFR Trips,0,Bunmahon.Co..Waterford.
Irelands Ancient East,52.69887,-8.8111,North American,VFR Trips,1307,Bunratty.Co..Clare.
Irelands Ancient East,53.1486,-9.0741,North American,VFR Trips,0,Burren.Co.Clare
Irelands Ancient East,52.23213,-8.6701,North American,VFR Trips,0,Buttevant.Co..Cork.
Irelands Ancient East,54.04521,-7.377,North American,VFR Trips,0,Buttlersbridge.Co..Cavan.
Dublin - Breath of Fresh Air,53.2637,-6.1663,North American,VFR Trips,0,Cabinteely.Co..Dublin.
Wild Atlantic Way,51.76901,-10.0995,North American,VFR Trips,0,Caherdaniel.Co..Kerry.
Irelands Ancient East,52.37453,-7.9252,North American,VFR Trips,4025,Cahir.Co..Tipperary.
Wild Atlantic Way,51.9478,-10.2209,North American,VFR Trips,0,Cahirciveen.Co..Kerry.
Irelands Ancient East,52.54482,-7.392,North American,VFR Trips,0,Callan.Co..Kilkenny.
Irelands Ancient East,52.61568,-6.4263,North American,VFR Trips,0,Camolin.Co..Wexford.
Irelands Ancient East,52.14643,-7.8516,North American,VFR Trips,0,Cappaquinn.Co..Waterford.
Irelands Ancient East,54.04267,-6.187,North American,VFR Trips,0,Carlingford.Co..Louth.
Irelands Ancient East,52.83651,-6.9341,North American,VFR Trips,1307,Carlow.Co..Carlow.
Wild Atlantic Way,53.32422,-9.8361,North American,VFR Trips,0,Carna.Co..Galway.
Irelands Ancient East,52.70967,-6.4992,North American,VFR Trips,0,Carnew.Co..Wicklow.
Wild Atlantic Way,53.26411,-9.5983,North American,VFR Trips,0,Carraroe.Co..Galway.
Wild Atlantic Way,54.65772,-8.6327,North American,VFR Trips,0,Carrick.Co..Donegal.
Irelands Ancient East,53.94519,-8.0855,North American,VFR Trips,0,Carrick-on-Shannon.Co..Leitrim.
Irelands Ancient East,52.34765,-7.419,North American,VFR Trips,0,Carrick-on-Suir.Co..Tipperary.
Irelands Ancient East,53.97798,-6.7188,North American,VFR Trips,0,Carrickmacross.Co..Monaghan.
Dublin - Breath of Fresh Air,53.2472,-6.1829,North American,VFR Trips,0,Carrickmines.Co..Dublin.
Irelands Ancient East,51.90398,-8.8652,North American,VFR Trips,0,Carrigadroghid.Co..Cork.
Wild Atlantic Way,52.60479,-9.7097,North American,VFR Trips,0,Carrigaholt.Co..Clare.
Wild Atlantic Way,51.81791,-8.3915,North American,VFR Trips,0,Carrigaline.Co..Cork.
Irelands Ancient East,53.97694,-7.6443,North American,VFR Trips,0,Carrigallen.Co..Leitrim.
Wild Atlantic Way,51.91055,-8.26,North American,VFR Trips,0,Carrigtwohill.Co..Cork.
Irelands Ancient East,53.25976,-9.1013,North American,VFR Trips,0,Cashel.Bay.Co..Galway.
Irelands Ancient East,52.51676,-7.8877,North American,VFR Trips,1102,Cashel.Co..Tipperary.
Irelands Ancient East,53.855,-9.2879,North American,VFR Trips,0,Castlebar.Co..Mayo.
Irelands Ancient East,53.89786,-6.3894,North American,VFR Trips,1307,Castlebellingham.Co..Louth.
Irelands Ancient East,54.12066,-6.7397,North American,VFR Trips,0,Castleblaney.Co..Monaghan.
Irelands Ancient East,53.43055,-8.4793,North American,VFR Trips,0,Castleblarney.Co..Galway.
Irelands Ancient East,52.38243,-6.4503,North American,VFR Trips,0,Castlebridge.Co..Wexford.
Irelands Ancient East,52.80662,-7.216,North American,VFR Trips,0,Castlecomer.Co..Kilkenny.
Irelands Ancient East,52.71566,-8.4932,North American,VFR Trips,1818,Castleconnell.Co..Limerick.
Wild Atlantic Way,51.77912,-10.0367,North American,VFR Trips,0,Castlecove.Co..Kerry.
Irelands Ancient East,52.90896,-6.8474,North American,VFR Trips,0,Castledermot.Co..Kildare.
Wild Atlantic Way,52.25347,-10.0207,North American,VFR Trips,0,Castlegregory.Co..Kerry.
Irelands Ancient East,52.2329,-9.4601,North American,VFR Trips,3629,Castleisland.Co..Kerry.
Dublin - Breath of Fresh Air,53.37365,-6.3584,North American,VFR Trips,0,Castleknock.Co..Dublin.
Irelands Ancient East,52.08857,-8.2337,North American,VFR Trips,0,Castlelyons.Co..Cork.
