Brand,Latitude,Longitude,Nationality,Purpose,Number,Town
Dublin - Breath of Fresh Air,53.23327,-6.1238,British,Holiday Trips,730,Shankill.Co..Dublin.
Irelands Ancient East,52.69064,-8.9171,British,Holiday Trips,0,Shannon.Airport.Co..Clare.
Irelands Ancient East,52.71247,-8.8731,British,Holiday Trips,997,Shannon.Town.Co..Clare.
Irelands Ancient East,52.66126,-8.6334,British,Holiday Trips,0,Shannonbridge.Co..Limerick.
Irelands Ancient East,53.99501,-6.898,British,Holiday Trips,0,Shercock.Co..Cavan.
Wild Atlantic Way,51.46605,-9.4176,British,Holiday Trips,2590,Sherkin.Island.Co..Cork.
Irelands Ancient East,53.58055,-6.1079,British,Holiday Trips,4015,Skerries.Co..Dublin.
Wild Atlantic Way,51.55592,-9.2621,British,Holiday Trips,3919,Skibbereen.Co..Cork.
Irelands Ancient East,53.70865,-6.5437,British,Holiday Trips,0,Slane.Co..Meath.
Irelands Ancient East,54.2661,-8.5021,British,Holiday Trips,2389,Sligo.Head.Co..Sligo.
Irelands Ancient East,54.27661,-8.4761,British,Holiday Trips,7518,Sligo.Town.Co..Sligo.
Wild Atlantic Way,51.83739,-9.8983,British,Holiday Trips,1233,Sneem Co Kerry
Wild Atlantic Way,52.84664,-9.4397,British,Holiday Trips,0,Spanish.Point.Co..Clare.
Wild Atlantic Way,53.25317,-9.2818,British,Holiday Trips,1453,Spiddal.Co..Galway.
Irelands Ancient East,53.63023,-6.2683,British,Holiday Trips,0,Stamullen.Co..Meath.
Irelands Ancient East,53.0158,-7.1495,British,Holiday Trips,997,Stradbally.Co..Laois.
Irelands Ancient East,53.98207,-7.2366,British,Holiday Trips,0,Stradone.Co..Cavan.
Irelands Ancient East,53.31189,-6.6088,British,Holiday Trips,0,Straffan.Co..Kildare.
Irelands Ancient East,54.26999,-8.5989,British,Holiday Trips,0,Strandhill.Co..Sligo.
Irelands Ancient East,54.80489,-7.7687,British,Holiday Trips,0,Stranolar.Co..Donegal.
Irelands Ancient East,52.98845,-6.6737,British,Holiday Trips,0,Stratford.Co..Wicklow.
Irelands Ancient East,53.43927,-7.5754,British,Holiday Trips,0,Streamstown.Co..Westmeath.
Irelands Ancient East,53.77587,-8.1035,British,Holiday Trips,0,Strokestown.Co..Roscommon.
Irelands Ancient East,53.10758,-6.8614,British,Holiday Trips,0,Suncroft.Co..Kildare.
Dublin - Breath of Fresh Air,53.38952,-6.1103,British,Holiday Trips,0,Sutton.Co..Dublin.
Irelands Ancient East,54.19376,-7.7047,British,Holiday Trips,0,Swanlinbar.Co..Cavan.
Irelands Ancient East,53.9437,-8.95,British,Holiday Trips,936,Swinford.Co..Mayo.
Dublin - Breath of Fresh Air,53.45575,-6.2197,British,Holiday Trips,936,Swords.Co..Dublin.
Dublin - Breath of Fresh Air,53.2888,-6.3557,British,Holiday Trips,0,Tallaght.Co..Dublin.
Irelands Ancient East,52.09214,-8.007,British,Holiday Trips,0,Tallow.Co..Waterford.
Irelands Ancient East,52.5726,-9.3751,British,Holiday Trips,0,Tarbert.Co..Kerry.
Irelands Ancient East,52.7948,-7.8399,British,Holiday Trips,0,Templemore.Co..Tipperary.
Irelands Ancient East,52.52708,-7.1388,British,Holiday Trips,0,Thomastown.Co..Kilkenny.
Irelands Ancient East,52.68011,-7.8044,British,Holiday Trips,730,Thurles.Co..Tipperary.
Wild Atlantic Way,51.6426,-8.7762,British,Holiday Trips,0,Timoleague.Co..Cork.
Irelands Ancient East,52.47473,-8.1544,British,Holiday Trips,3119,Tipperary.Town.Co..Tipp.(South).
Irelands Ancient East,,,British,Holiday Trips,0,Toghan.Co..Louth.
Irelands Ancient East,53.64387,-9.3848,British,Holiday Trips,0,Tourmaheady.Co..Mayo.
Irelands Ancient East,52.27131,-9.6999,British,Holiday Trips,9853,Tralee.Co..Kerry.
Irelands Ancient East,52.16144,-7.1493,British,Holiday Trips,2723,Tramore.Co..Waterford.
Irelands Ancient East,53.55483,-6.7911,British,Holiday Trips,0,Trim.Co..Meath.
Irelands Ancient East,53.51799,-8.8556,British,Holiday Trips,1453,Tuam.Co..Galway.
Irelands Ancient East,52.89852,-8.541,British,Holiday Trips,0,Tuamgreaney.Co..Clare.
Irelands Ancient East,54.05523,-8.7298,British,Holiday Trips,0,Tubbercurry.Co..Sligo.
Irelands Ancient East,52.86922,-8.7608,British,Holiday Trips,0,Tulla.Co..Clare.
Irelands Ancient East,53.27553,-7.4934,British,Holiday Trips,3979,Tullamore.Co..Offaly.
Irelands Ancient East,52.80255,-6.7372,British,Holiday Trips,0,Tullow.Co..Carlow.
Irelands Ancient East,53.0976,-9.0636,British,Holiday Trips,0,Turlough.Co..Clare.
Wild Atlantic Way,51.5588,-9.1435,British,Holiday Trips,0,Union.Hall.Co..Cork.
Irelands Ancient East,52.71975,-7.5839,British,Holiday Trips,0,Urlingford.Co..Tipperary.
Wild Atlantic Way,51.91077,-10.3549,British,Holiday Trips,0,Valentia.Island.Co..Kerry.
Wild Atlantic Way,52.13331,-10.3617,British,Holiday Trips,0,Ventry.Co..Kerry.
Irelands Ancient East,52.50314,-6.5537,British,Holiday Trips,0,Vinegar.Hill.Co..Wexford.
Irelands Ancient East,52.25932,-7.1101,British,Holiday Trips,10982,Waterford.Town.Co..Waterford.
Irelands Ancient East,52.01137,-8.344,British,Holiday Trips,0,Watergrasshill.Co..Cork.
Wild Atlantic Way,51.82947,-10.1745,British,Holiday Trips,0,Waterville.Co..Kerry.
Irelands Ancient East,52.26623,-6.7482,British,Holiday Trips,0,Wellington.Bridge.Co..Wexford.
Irelands Ancient East,53.80213,-9.5143,British,Holiday Trips,15704,Westport.Co..Mayo.
Irelands Ancient East,52.33692,-6.4633,British,Holiday Trips,12752,Wexford.Town.Co..Wexford.
Wild Atlantic Way,51.82678,-8.2321,British,Holiday Trips,0,Whitegate.Co..Cork.
Irelands Ancient East,52.98082,-6.0446,British,Holiday Trips,4438,Wicklow.Town.Co..Wicklow.
Irelands Ancient East,52.63284,-7.5218,British,Holiday Trips,0,Williamstown.Co..Tipperary.
Irelands Ancient East,52.19998,-6.9862,British,Holiday Trips,0,Woodstown.Co..Wexford.
Irelands Ancient East,51.95427,-7.8472,British,Holiday Trips,0,Youghal.Co..Cork.
Wild Atlantic Way,52.34662,-9.6879,North American,Holiday Trips,2424,Abbeydorney.Co..Kerry
Irelands Ancient East,52.38618,-9.2971,North American,Holiday Trips,2326,Abbeyfeale.Co..Limerick.
Irelands Ancient East,52.91528,-7.3479,North American,Holiday Trips,1102,Abbeyleix.Co..Laois.
Wild Atlantic Way,53.96195,-10.0153,North American,Holiday Trips,3669,Achill.Island.Co..Mayo.
Irelands Ancient East,54.03646,-8.8967,North American,Holiday Trips,0,Aclare.Co.Sligo.
Irelands Ancient East,52.56402,-8.7912,North American,Holiday Trips,9623,Adare.Co..Limerick.
Wild Atlantic Way,51.69712,-9.7296,North American,Holiday Trips,0,Adrigole.Co..Cork.
Irelands Ancient East,53.38813,-9.071,North American,Holiday Trips,0,Annadown.Co..Galway.
Wild Atlantic Way,52.15108,-10.0568,North American,Holiday Trips,0,Annascaul.Co..Kerry.
Irelands Ancient East,52.14059,-7.2719,North American,Holiday Trips,0,Annestown.Co..Waterford.
Wild Atlantic Way,53.09718,-9.6563,North American,Holiday Trips,9102,Aran.Islands.Co..Galway.
Irelands Ancient East,53.67106,-7.6962,North American,Holiday Trips,0,Ardagh.Co.Longford
Wild Atlantic Way,54.76715,-8.4093,North American,Holiday Trips,0,Ardara.Co..Donegal.
Irelands Ancient East,53.85762,-6.54,North American,Holiday Trips,0,Ardee.Co.Louth.
Wild Atlantic Way,52.32695,-9.7807,North American,Holiday Trips,0,Ardfert.Co..Kerry.
Irelands Ancient East,51.95107,-7.7253,North American,Holiday Trips,3109,Ardmore.Co..Waterford.
Irelands Ancient East,54.07634,-8.1125,North American,Holiday Trips,0,Arigna.Co..Roscommon.
Irelands Ancient East,52.79769,-6.1599,North American,Holiday Trips,2409,Arklow.Co..Wicklow.
Wild Atlantic Way,54.98744,-8.5351,North American,Holiday Trips,0,Arranmore.Co..Donegal.
Irelands Ancient East,52.24202,-6.9514,North American,Holiday Trips,0,Arthurstown.Co..Wexford.
Irelands Ancient East,53.51116,-6.3974,North American,Holiday Trips,0,Ashbourne.Co..Meath.
Irelands Ancient East,53.01079,-6.1083,North American,Holiday Trips,1307,Ashford.Co..Wicklow.
Irelands Ancient East,52.59545,-8.97,North American,Holiday Trips,0,Askeaton.Co..Limerick.
Irelands Ancient East,53.62363,-6.9156,North American,Holiday Trips,0,Athboy.Co..Meath.
Irelands Ancient East,52.99183,-6.9857,North American,Holiday Trips,0,Athea.Co..Kildare.
Irelands Ancient East,53.30434,-8.7502,North American,Holiday Trips,0,Athenry.Co..Galway.
Irelands Ancient East,53.42393,-7.9407,North American,Holiday Trips,0,Athlone.Co..Westmeath.
Irelands Ancient East,52.99183,-6.9857,North American,Holiday Trips,0,Athy.Co..Kildare.
Irelands Ancient East,52.85593,-6.3259,North American,Holiday Trips,0,Aughrim.Co..Wicklow.
Irelands Ancient East,52.85796,-6.213,North American,Holiday Trips,0,Avoca.Co..Wicklow.
Irelands Ancient East,52.70311,-6.9559,North American,Holiday Trips,0,Bagenalstown.Co..Carlow.
Irelands Ancient East,53.9017,-8.5792,North American,Holiday Trips,0,Bailaghardereen.Co..Roscommon.
Irelands Ancient East,53.91561,-6.9693,North American,Holiday Trips,0,Bailieborough.Co..Cavan.
Irelands Ancient East,53.60832,-6.1821,North American,Holiday Trips,0,Balbriggan.Co..Dublin.
Dublin - Breath of Fresh Air,53.39867,-6.1273,North American,Holiday Trips,0,Baldoyle.Co..Dublin.
Irelands Ancient East,53.83753,-8.3794,North American,Holiday Trips,0,Ballangare.Co..Roscommon.
Irelands Ancient East,54.11495,-9.1551,North American,Holiday Trips,2197,Ballina.Co..Mayo.
Irelands Ancient East,53.32876,-8.2269,North American,Holiday Trips,0,Ballinasloe.Co..Galway.
Irelands Ancient East,53.02514,-8.2208,North American,Holiday Trips,0,Ballinderry.Co..Tipperary.
Irelands Ancient East,53.66926,-8.9567,North American,Holiday Trips,0,Ballindine.Co..Mayo.
Irelands Ancient East,52.58766,-7.5471,North American,Holiday Trips,0,Ballingarry.Co..Tipperary.
Irelands Ancient East,53.53295,-6.9681,North American,Holiday Trips,0,Ballinivor.Co..Meath.
Irelands Ancient East,53.74189,-8.6336,North American,Holiday Trips,0,Ballinlough.Co..Roscommon.
Irelands Ancient East,53.62373,-9.2211,North American,Holiday Trips,871,Ballinrobe.Co..Mayo.
Wild Atlantic Way,51.8244,-10.273,North American,Holiday Trips,628,Ballinskelligs.Co..Kerry
Dublin - Breath of Fresh Air,53.27673,-6.2554,North American,Holiday Trips,0,Ballinteer.Co..Dublin.
Irelands Ancient East,54.20065,-8.365,North American,Holiday Trips,0,Ballintogher.Co..Sligo.
Irelands Ancient East,54.57885,-8.1243,North American,Holiday Trips,0,Ballintrae.Co..Donegal.
Irelands Ancient East,53.71809,-8.4101,North American,Holiday Trips,0,Ballintubber.Co..Roscommon.
Irelands Ancient East,54.21085,-8.5068,North American,Holiday Trips,0,Ballisodare.Co..Sligo.
Irelands Ancient East,54.12946,-6.9028,North American,Holiday Trips,0,Ballybay.Co..Monaghan.
Irelands Ancient East,54.79682,-7.7875,North American,Holiday Trips,0,Ballybofey.Co..Donegal.
Irelands Ancient East,53.11539,-7.154,North American,Holiday Trips,0,Ballybrittas.Co..Laois.
Wild Atlantic Way,52.51108,-9.671,North American,Holiday Trips,5318,Ballybunion.Co..Kerry.
Wild Atlantic Way,54.27967,-9.3725,North American,Holiday Trips,1867,Ballycastle.Co..Mayo.
Irelands Ancient East,54.11622,-7.584,North American,Holiday Trips,0,Ballyconnell.Co..Cavan.
Irelands Ancient East,51.82992,-8.0098,North American,Holiday Trips,1307,Ballycotton.Co..Cork.
Irelands Ancient East,54.59066,-8.4221,North American,Holiday Trips,0,Ballycory.Co..Donegal.
Irelands Ancient East,53.32642,-7.6861,North American,Holiday Trips,0,Ballycumber.Co..Offaly.
Irelands Ancient East,52.06144,-9.135,North American,Holiday Trips,0,Ballydally.Co..Cork.
Wild Atlantic Way,51.56301,-9.4554,North American,Holiday Trips,0,Ballydehob.Co..Cork.
Wild Atlantic Way,52.45455,-9.6629,North American,Holiday Trips,0,Ballyduff.Co..Kerry.
Irelands Ancient East,52.1478,-8.0513,North American,Holiday Trips,0,Ballyduff.Co..Waterford.
Irelands Ancient East,53.79234,-9.2178,North American,Holiday Trips,0,Ballyfarna.Co..Mayo.
Wild Atlantic Way,52.163,-10.4229,North American,Holiday Trips,0,Ballyferriter.Co..Kerry.
Irelands Ancient East,53.52256,-8.3257,North American,Holiday Trips,0,Ballygar.Co..Galway.
Irelands Ancient East,52.55988,-9.1905,North American,Holiday Trips,0,Ballyhahill.Co..Limerick.
Irelands Ancient East,53.76284,-8.7646,North American,Holiday Trips,0,Ballyhaunis.Co..Mayo.
Wild Atlantic Way,52.39411,-9.8387,North American,Holiday Trips,0,Ballyheigue.Co..Kerry.
Irelands Ancient East,53.86387,-7.2065,North American,Holiday Trips,0,Ballyjamesduff.Co..Cavan.
Irelands Ancient East,52.37107,-8.346,North American,Holiday Trips,0,Ballylanders.Co..Limerick.
Irelands Ancient East,51.72154,-9.4378,North American,Holiday Trips,0,Ballylickey.Co..Cork.
Wild Atlantic Way,55.27844,-7.3942,North American,Holiday Trips,0,Ballyliffen.Co..Donegal.
Wild Atlantic Way,52.548,-9.4788,North American,Holiday Trips,0,Ballylongford.Co..Kerry.
Irelands Ancient East,53.56436,-7.7646,North American,Holiday Trips,0,Ballymahon.Co..Longford.
Irelands Ancient East,53.69403,-8.4618,North American,Holiday Trips,0,Ballymoe.Co..Galway.
Irelands Ancient East,52.68246,-6.2212,North American,Holiday Trips,0,Ballymoney.Co..Wexford.
Wild Atlantic Way,52.27455,-10.1621,North American,Holiday Trips,0,Ballymore.Co..Kerry.
Irelands Ancient East,53.49091,-7.6797,North American,Holiday Trips,0,Ballymore.Co..Westmeath.
Irelands Ancient East,53.13301,-6.6149,North American,Holiday Trips,0,Ballymoreustace.Co..Kildare.
Irelands Ancient East,54.08983,-8.5172,North American,Holiday Trips,0,Ballymote.Co.Sligo.
Wild Atlantic Way,51.73564,-8.9508,North American,Holiday Trips,0,Ballyneen.Co..Cork.
Wild Atlantic Way,52.25798,-10.1628,North American,Holiday Trips,0,Ballyquin.Co..Kerry.
Irelands Ancient East,52.78867,-7.3338,North American,Holiday Trips,0,Ballyraggart.Co.Kilkenny.
Irelands Ancient East,54.50299,-8.192,North American,Holiday Trips,0,Ballyshannon.Co..Donegal.
Irelands Ancient East,52.65558,-8.572,North American,Holiday Trips,0,Ballysheedy.Co..Limerick.
Wild Atlantic Way,53.11553,-9.1494,North American,Holiday Trips,7140,Ballyvaughan.Co..Clare.
Irelands Ancient East,53.62462,-6.4793,North American,Holiday Trips,0,Balrath.Co..Meath.
Wild Atlantic Way,51.48433,-9.3661,North American,Holiday Trips,1818,Baltimore.Co..Cork.
Irelands Ancient East,52.94078,-6.711,North American,Holiday Trips,0,Baltinglass.Co..Wicklow.
Irelands Ancient East,53.18646,-7.9954,North American,Holiday Trips,0,Banagher.Co..Offaly.
Wild Atlantic Way,51.74612,-8.7318,North American,Holiday Trips,0,Bandon.Co..Cork.
Irelands Ancient East,52.12832,-8.9073,North American,Holiday Trips,0,Banteer.Co..Cork.
Irelands Ancient East,51.68089,-9.4486,North American,Holiday Trips,3175,Bantry.Co..Cork.
Wild Atlantic Way,51.4698,-9.7812,North American,Holiday Trips,0,Barleycove.Co..Cork.
Irelands Ancient East,54.12125,-7.6768,North American,Holiday Trips,0,Bawnboy.Co..Cavan.
Irelands Ancient East,53.42426,-7.9656,North American,Holiday Trips,0,Baylough.Co..Westmeath.
Wild Atlantic Way,51.7369,-8.4816,North American,Holiday Trips,0,Belgooly.Co..Cork.
Wild Atlantic Way,54.2239,-9.9876,North American,Holiday Trips,0,Belmullet.Co..Mayo.
Irelands Ancient East,54.10191,-7.4497,North American,Holiday Trips,0,Belturbet.Co..Cavan.
Wild Atlantic Way,51.63324,-9.8669,North American,Holiday Trips,0,Bere.Island.Co..Cork.
Irelands Ancient East,53.09801,-7.9097,North American,Holiday Trips,0,Birr.Co..Offaly.
Irelands Ancient East,54.29206,-7.8751,North American,Holiday Trips,0,Blacklion.Co..Cavan.
Dublin - Breath of Fresh Air,53.30079,-6.1771,North American,Holiday Trips,0,Blackrock.Co..Dublin.
Irelands Ancient East,52.44735,-6.3469,North American,Holiday Trips,0,Blackwater.Co..Wexford.
Irelands Ancient East,51.93436,-8.567,North American,Holiday Trips,6880,Blarney.Co..Cork.
Irelands Ancient East,53.16966,-6.5341,North American,Holiday Trips,0,Blessington.Co..Wicklow.
Dublin - Breath of Fresh Air,53.30882,-6.1967,North American,Holiday Trips,1322,Booterstown.Co..Dublin.
Irelands Ancient East,52.93918,-7.6311,North American,Holiday Trips,0,Borris-in-Ossary.Co..Laois.
Irelands Ancient East,52.99637,-8.1273,North American,Holiday Trips,0,Borrisokane.Co.Tipperary.
Irelands Ancient East,53.97221,-8.2973,North American,Holiday Trips,0,Boyle.Co..Roscommon.
Dublin - Breath of Fresh Air,53.2009,-6.1111,North American,Holiday Trips,3399,Bray.Co..Wicklow.
Irelands Ancient East,55.04224,-7.3822,North American,Holiday Trips,0,Bridge.End.Co..Donegal.
Irelands Ancient East,52.88536,-6.062,North American,Holiday Trips,0,Brittas.Bay.Co..Wicklow.
Irelands Ancient East,53.2279,-6.4476,North American,Holiday Trips,0,Brittas.Co..Dublin.
Irelands Ancient East,52.80603,-8.6329,North American,Holiday Trips,0,Broadford.Co..Clare.
Irelands Ancient East,52.21909,-6.3872,North American,Holiday Trips,0,Broadway.Co..Wexford.
Irelands Ancient East,52.31271,-9.2707,North American,Holiday Trips,0,Brosna.Co..Kerry.
Irelands Ancient East,52.47849,-8.5423,North American,Holiday Trips,0,Bruff.Co..Limerick.
Irelands Ancient East,52.42429,-8.662,North American,Holiday Trips,0,Bruree.Co..Limerick.
Irelands Ancient East,52.65509,-6.6522,North American,Holiday Trips,0,Bunclody.Co..Wexford.
Irelands Ancient East,55.13465,-7.4534,North American,Holiday Trips,0,Buncrana.Co..Donegal.
Irelands Ancient East,54.47914,-8.2779,North American,Holiday Trips,1810,Bundoran.Co..Donegal.
Irelands Ancient East,52.14055,-7.3652,North American,Holiday Trips,0,Bunmahon.Co..Waterford.
Irelands Ancient East,52.69887,-8.8111,North American,Holiday Trips,19994,Bunratty.Co..Clare.
Irelands Ancient East,53.1486,-9.0741,North American,Holiday Trips,0,Burren.Co.Clare
Irelands Ancient East,52.23213,-8.6701,North American,Holiday Trips,0,Buttevant.Co..Cork.
Irelands Ancient East,54.04521,-7.377,North American,Holiday Trips,0,Buttlersbridge.Co..Cavan.
Dublin - Breath of Fresh Air,53.2637,-6.1663,North American,Holiday Trips,0,Cabinteely.Co..Dublin.
Wild Atlantic Way,51.76901,-10.0995,North American,Holiday Trips,0,Caherdaniel.Co..Kerry.
Irelands Ancient East,52.37453,-7.9252,North American,Holiday Trips,100,Cahir.Co..Tipperary.
Wild Atlantic Way,51.9478,-10.2209,North American,Holiday Trips,0,Cahirciveen.Co..Kerry.
Irelands Ancient East,52.54482,-7.392,North American,Holiday Trips,0,Callan.Co..Kilkenny.
Irelands Ancient East,52.61568,-6.4263,North American,Holiday Trips,0,Camolin.Co..Wexford.
Irelands Ancient East,52.14643,-7.8516,North American,Holiday Trips,0,Cappaquinn.Co..Waterford.
Irelands Ancient East,54.04267,-6.187,North American,Holiday Trips,1082,Carlingford.Co..Louth.
Irelands Ancient East,52.83651,-6.9341,North American,Holiday Trips,1703,Carlow.Co..Carlow.
Wild Atlantic Way,53.32422,-9.8361,North American,Holiday Trips,1309,Carna.Co..Galway.
Irelands Ancient East,52.70967,-6.4992,North American,Holiday Trips,0,Carnew.Co..Wicklow.
Wild Atlantic Way,53.26411,-9.5983,North American,Holiday Trips,0,Carraroe.Co..Galway.
Wild Atlantic Way,54.65772,-8.6327,North American,Holiday Trips,0,Carrick.Co..Donegal.
Irelands Ancient East,53.94519,-8.0855,North American,Holiday Trips,0,Carrick-on-Shannon.Co..Leitrim.
Irelands Ancient East,52.34765,-7.419,North American,Holiday Trips,0,Carrick-on-Suir.Co..Tipperary.
Irelands Ancient East,53.97798,-6.7188,North American,Holiday Trips,0,Carrickmacross.Co..Monaghan.
Dublin - Breath of Fresh Air,53.2472,-6.1829,North American,Holiday Trips,0,Carrickmines.Co..Dublin.
Irelands Ancient East,51.90398,-8.8652,North American,Holiday Trips,0,Carrigadroghid.Co..Cork.
Wild Atlantic Way,52.60479,-9.7097,North American,Holiday Trips,0,Carrigaholt.Co..Clare.
Wild Atlantic Way,51.81791,-8.3915,North American,Holiday Trips,0,Carrigaline.Co..Cork.
Irelands Ancient East,53.97694,-7.6443,North American,Holiday Trips,0,Carrigallen.Co..Leitrim.
Wild Atlantic Way,51.91055,-8.26,North American,Holiday Trips,0,Carrigtwohill.Co..Cork.
Irelands Ancient East,53.25976,-9.1013,North American,Holiday Trips,0,Cashel.Bay.Co..Galway.
Irelands Ancient East,52.51676,-7.8877,North American,Holiday Trips,11493,Cashel.Co..Tipperary.
Irelands Ancient East,53.855,-9.2879,North American,Holiday Trips,1818,Castlebar.Co..Mayo.
Irelands Ancient East,53.89786,-6.3894,North American,Holiday Trips,0,Castlebellingham.Co..Louth.
Irelands Ancient East,54.12066,-6.7397,North American,Holiday Trips,0,Castleblaney.Co..Monaghan.
Irelands Ancient East,53.43055,-8.4793,North American,Holiday Trips,0,Castleblarney.Co..Galway.
Irelands Ancient East,52.38243,-6.4503,North American,Holiday Trips,0,Castlebridge.Co..Wexford.
Irelands Ancient East,52.80662,-7.216,North American,Holiday Trips,0,Castlecomer.Co..Kilkenny.
Irelands Ancient East,52.71566,-8.4932,North American,Holiday Trips,1818,Castleconnell.Co..Limerick.
Wild Atlantic Way,51.77912,-10.0367,North American,Holiday Trips,0,Castlecove.Co..Kerry.
Irelands Ancient East,52.90896,-6.8474,North American,Holiday Trips,0,Castledermot.Co..Kildare.
Wild Atlantic Way,52.25347,-10.0207,North American,Holiday Trips,0,Castlegregory.Co..Kerry.
Irelands Ancient East,52.2329,-9.4601,North American,Holiday Trips,1818,Castleisland.Co..Kerry.
Dublin - Breath of Fresh Air,53.37365,-6.3584,North American,Holiday Trips,0,Castleknock.Co..Dublin.
Irelands Ancient East,52.08857,-8.2337,North American,Holiday Trips,0,Castlelyons.Co..Cork.
Irelands Ancient East,52.16843,-9.7015,North American,Holiday Trips,628,Castlemaine.Co..Kerry.
Irelands Ancient East,51.91195,-8.0535,North American,Holiday Trips,0,Castlemartyr.Co..Cork.
Irelands Ancient East,53.68007,-7.2965,North American,Holiday Trips,0,Castlepollard.Co..Westmeath.
Irelands Ancient East,53.76866,-8.4925,North American,Holiday Trips,0,Castlerea.Co..Roscommon.
Wild Atlantic Way,51.6515,-9.9103,North American,Holiday Trips,0,Castletownbere.Co..Cork.
Irelands Ancient East,52.17311,-8.4634,North American,Holiday Trips,0,Castletownroche.Co..Cork.
Wild Atlantic Way,52.41442,-9.7331,North American,Holiday Trips,0,Causeway.Co..Kerry.
Irelands Ancient East,53.98972,-7.3633,North American,Holiday Trips,5199,Cavan.Co..Cavan.
Irelands Ancient East,53.3399,-6.5385,North American,Holiday Trips,0,Celbridge.Co..Kildare.
Dublin - Breath of Fresh Air,53.34784,-6.3462,North American,Holiday Trips,0,Chapelizod.Co..Dublin.
Irelands Ancient East,53.96403,-8.7926,North American,Holiday Trips,1818,Charlestown.Co..Mayo.
Irelands Ancient East,52.35491,-8.6832,North American,Holiday Trips,0,Charleville.Co..Cork.
Irelands Ancient East,54.98932,-7.8915,North American,Holiday Trips,0,Churchill.Co..Donegal.
Irelands Ancient East,52.13464,-6.9259,North American,Holiday Trips,0,Churchtown.Co..Wexford.
Irelands Ancient East,53.34251,-7.6135,North American,Holiday Trips,0,Clara.Co..Offaly.
Wild Atlantic Way,53.80448,-9.9951,North American,Holiday Trips,0,Clare.Island.Co..Mayo.
Irelands Ancient East,52.81474,-8.9643,North American,Holiday Trips,628,Clarecastle.Co..Clare.
Irelands Ancient East,53.72388,-9.0017,North American,Holiday Trips,0,Claremorris.Co..Mayo.
Wild Atlantic Way,51.4388,-9.4923,North American,Holiday Trips,0,Clear.Island.Co..Mayo.
Wild Atlantic Way,53.48899,-10.0179,North American,Holiday Trips,20947,Clifden.Co..Galway.
Irelands Ancient East,,,North American,Holiday Trips,0,Clifforney.Co..Offaly.
Wild Atlantic Way,52.23092,-10.2193,North American,Holiday Trips,0,Cloghane.Co..Kerry.
Irelands Ancient East,52.27708,-7.9951,North American,Holiday Trips,0,Clogheen.Co..Tipperary.
Wild Atlantic Way,51.62151,-8.8887,North American,Holiday Trips,2433,Clonakilty.Co..Cork.
Dublin - Breath of Fresh Air,53.32174,-6.3952,North American,Holiday Trips,0,Clondalkin.Co..Dublin.
Irelands Ancient East,,,North American,Holiday Trips,0,Clonee.Co..Waterford.
Irelands Ancient East,54.17968,-7.2307,North American,Holiday Trips,0,Clones.Co..Monaghan.
Irelands Ancient East,52.35582,-7.6903,North American,Holiday Trips,0,Clonmel.Co..Tipperary.
Irelands Ancient East,53.66407,-7.0184,North American,Holiday Trips,0,Clonmellan.Co..Westmeath.
Dublin - Breath of Fresh Air,53.36602,-6.2045,North American,Holiday Trips,0,Clontarf.Co..Dublin.
Irelands Ancient East,54.20544,-6.8415,North American,Holiday Trips,0,Clontibret.Co..Monaghan.
Irelands Ancient East,52.21989,-6.7212,North American,Holiday Trips,0,Clonystown.Co..Wexford.
Wild Atlantic Way,54.83826,-8.411,North American,Holiday Trips,0,Clooney.Co..Donegal.
Irelands Ancient East,,,North American,Holiday Trips,0,Coalisland.Co..Kerry.
Wild Atlantic Way,51.85034,-8.2943,North American,Holiday Trips,1818,Cobh.Co..Cork.
Irelands Ancient East,53.64747,-7.2122,North American,Holiday Trips,0,Collinstown.Co..Westmeath.
Irelands Ancient East,54.18033,-8.4988,North American,Holiday Trips,0,Colooney.Co.Sligo.
Irelands Ancient East,53.54168,-9.2835,North American,Holiday Trips,7153,Cong.Co..Mayo.
Wild Atlantic Way,53.59477,-9.8448,North American,Holiday Trips,7073,Connemara.Co.Galway.
Irelands Ancient East,,,North American,Holiday Trips,0,Cookstown.Co..Clare.
Irelands Ancient East,54.0725,-7.0824,North American,Holiday Trips,0,Cootehill.Co..Cavan.
Wild Atlantic Way,51.89689,-8.4863,North American,Holiday Trips,95791,Cork.City.Co..Cork.
Irelands Ancient East,52.91334,-9.126,North American,Holiday Trips,3583,Corofin.Co..Clare.
Wild Atlantic Way,53.28794,-9.55,North American,Holiday Trips,0,Costelloe.Co..Galway.
Irelands Ancient East,54.71928,-6.2082,North American,Holiday Trips,0,County.Antrim.
Irelands Ancient East,54.35007,-6.6523,North American,Holiday Trips,0,County.Armagh
Irelands Ancient East,52.74558,-7.0266,North American,Holiday Trips,0,Carlow.(Rest.of County).
Irelands Ancient East,53.84926,-7.2557,North American,Holiday Trips,1453,Cavan.(Rest.of County).
Irelands Ancient East,52.8537,-8.9975,North American,Holiday Trips,1309,Clare.(Rest.of County).
Wild Atlantic Way,51.85037,-8.3014,North American,Holiday Trips,11763,Cork.(Rest.of County).
Irelands Ancient East,54.96908,-7.1958,North American,Holiday Trips,0,County.Derry
Irelands Ancient East,54.4759,-8.2981,North American,Holiday Trips,6933,Donegal.(Rest.of County).
Irelands Ancient East,54.3277,-5.7158,North American,Holiday Trips,0,County.Down
